summary	summary	NOUN	NN		nsubj	False
through	through	ADP	IN		prep	True
mid	mid	NOUN	NN	DATE_B	dep	False
-	-	NOUN	NN	DATE_I	dep	False
december	december	PROPN	NNP	DATE_I	pobj	False
,	,	PUNCT	,		punct	False
but	but	CCONJ	CC		cc	True
most	most	ADJ	JJS		nsubjpass	True
were	be	AUX	VBD		auxpass	True
still	still	ADV	RB		advmod	True
elevated	elevate	VERB	VBN		conj	False
compared	compare	VERB	VBN		prep	False
to	to	ADP	IN		prep	True
their	-PRON-	DET	PRP$		poss	True
historical	historical	ADJ	JJ		amod	False
ranges	range	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

in	in	ADP	IN		prep	True
short	short	ADJ	JJ		amod	False
-	-	PUNCT	HYPH		punct	False
term	term	NOUN	NN		compound	False
funding	funding	NOUN	NN		compound	False
markets	market	NOUN	NNS		pobj	False
,	,	PUNCT	,		punct	False
year	year	NOUN	NN	DATE_B	compound	False
-	-	PUNCT	HYPH	DATE_I	punct	False
end	end	NOUN	NN	DATE_I	nsubj	False
passed	pass	VERB	VBN		ROOT	False
with	with	ADP	IN		prep	True
little	little	ADJ	JJ		amod	False
incident	incident	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
partly	partly	ADV	RB		advmod	False
reflecting	reflect	VERB	VBG		advcl	False
the	the	DET	DT		det	True
large	large	ADJ	JJ		amod	False
supply	supply	NOUN	NN		dobj	False
of	of	ADP	IN		prep	True
dollar	dollar	NOUN	NN		compound	False
liquidity	liquidity	NOUN	NN		pobj	False
from	from	ADP	IN		prep	True
the	the	DET	DT	ORG_B	det	True
federal	federal	PROPN	NNP	ORG_I	compound	False
reserve	reserve	PROPN	NNP	ORG_I	pobj	False
and	and	CCONJ	CC		cc	True
other	other	ADJ	JJ		amod	True
central	central	ADJ	JJ		amod	False
banks	bank	NOUN	NNS		conj	False
.	.	PUNCT	.		punct	False

many	many	ADJ	JJ		amod	True
financial	financial	ADJ	JJ		amod	False
institutions	institution	NOUN	NNS		nsubj	False
posted	post	VERB	VBD		ROOT	False
further	further	ADJ	JJ		advmod	True
significant	significant	ADJ	JJ		amod	False
losses	loss	NOUN	NNS		dobj	False
in	in	ADP	IN		prep	True
the	the	DET	DT	DATE_B	det	True
fourth	fourth	ADJ	JJ	DATE_I	amod	False
quarter	quarter	NOUN	NN	DATE_I	pobj	False
,	,	PUNCT	,		punct	False
and	and	CCONJ	CC		cc	True
their	-PRON-	DET	PRP$		poss	True
equity	equity	NOUN	NN		compound	False
prices	price	NOUN	NNS		nmod	False
and	and	CCONJ	CC		cc	True
credit	credit	NOUN	NN		compound	False
default	default	NOUN	NN		compound	False
swap	swap	NOUN	NN		nmod	False
(	(	PUNCT	-LRB-		punct	False
cds	cd	NOUN	NNS		nmod	False
)	)	PUNCT	-RRB-		punct	False
spreads	spread	NOUN	NNS		nsubj	False
indicate	indicate	VERB	VBP		conj	False
that	that	SCONJ	IN		mark	True
investors	investor	NOUN	NNS		nsubj	False
continued	continue	VERB	VBD		ccomp	False
to	to	PART	TO		aux	True
have	have	AUX	VB		xcomp	True
significant	significant	ADJ	JJ		amod	False
concerns	concern	NOUN	NNS		dobj	False
about	about	ADP	IN		prep	True
the	the	DET	DT		det	True
health	health	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
the	the	DET	DT		det	True
financial	financial	ADJ	JJ		amod	False
sector	sector	NOUN	NN		pobj	False
and	and	CCONJ	CC		cc	True
remained	remain	VERB	VBD		conj	False
uncertain	uncertain	ADJ	JJ		acomp	False
about	about	ADP	IN		prep	True
potential	potential	ADJ	JJ		amod	False
policy	policy	NOUN	NN		compound	False
responses	response	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

(	(	PUNCT	-LRB-		punct	False
2	2	X	LS	CARDINAL_B	nummod	False
)	)	PUNCT	-RRB-		punct	False
market	market	NOUN	NN		compound	False
participants	participant	NOUN	NNS		nsubj	False
marked	mark	VERB	VBD		ROOT	False
down	down	ADP	RP		prt	True
the	the	DET	DT		det	True
expected	expect	VERB	VBN		amod	False
path	path	NOUN	NN		dobj	False
of	of	ADP	IN		prep	True
the	the	DET	DT		det	True
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		compound	False
rate	rate	NOUN	NN		pobj	False
in	in	ADP	IN		prep	True
response	response	NOUN	NN		pobj	False
to	to	ADP	IN		prep	True
the	the	DET	DT		det	True
december	december	PROPN	NNP	DATE_B	compound	False
fomc	fomc	PROPN	NNP		compound	False
decision	decision	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
weaker	weak	ADJ	JJR		amod	False
-	-	PUNCT	HYPH		punct	False
than	than	SCONJ	IN		prep	True
-	-	PUNCT	HYPH		punct	False
expected	expect	VERB	VBN		pcomp	False
economic	economic	ADJ	JJ		amod	False
data	datum	NOUN	NNS		conj	False
,	,	PUNCT	,		punct	False
and	and	CCONJ	CC		cc	True
renewed	renew	VERB	VBN		amod	False
concerns	concern	NOUN	NNS		conj	False
about	about	ADP	IN		prep	True
the	the	DET	DT		det	True
financial	financial	ADJ	JJ		amod	False
sector	sector	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

market	market	NOUN	NN		nsubj	False
and	and	CCONJ	CC		cc	True
survey	survey	VERB	VB		conj	False
measures	measure	NOUN	NNS		dobj	False
of	of	ADP	IN		prep	True
policy	policy	NOUN	NN		compound	False
expectations	expectation	NOUN	NNS		pobj	False
suggest	suggest	VERB	VBP		ROOT	False
that	that	SCONJ	IN		mark	True
investors	investor	NOUN	NNS		nsubj	False
expect	expect	VERB	VBP		ccomp	False
the	the	DET	DT		det	True
target	target	NOUN	NN		compound	False
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		compound	False
rate	rate	NOUN	NN		nsubj	False
to	to	PART	TO		aux	True
remain	remain	VERB	VB		ccomp	False
within	within	ADP	IN		prep	True
its	-PRON-	DET	PRP$		poss	True
current	current	ADJ	JJ		amod	False
range	range	NOUN	NN		pobj	False
through	through	ADP	IN		prep	True
the	the	DET	DT	DATE_B	det	True
first	first	ADJ	JJ	DATE_I	amod	True
half	half	NOUN	NN	DATE_I	pobj	False
of	of	ADP	IN	DATE_I	prep	True
this	this	DET	DT	DATE_I	det	True
year	year	NOUN	NN	DATE_I	pobj	False
.	.	PUNCT	.		punct	False

yields	yield	NOUN	NNS		nsubj	False
on	on	ADP	IN		prep	True
long	long	ADJ	JJ		amod	False
-	-	PUNCT	HYPH		punct	False
term	term	NOUN	NN		nmod	False
nominal	nominal	ADJ	JJ		amod	False
treasury	treasury	PROPN	NNP	ORG_B	compound	False
securities	security	NOUN	NNS		pobj	False
rose	rise	VERB	VBD		ROOT	False
on	on	ADP	IN		prep	True
net	net	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
with	with	ADP	IN		prep	True
notable	notable	ADJ	JJ		amod	False
increases	increase	NOUN	NNS		pobj	False
at	at	ADP	IN		prep	True
the	the	DET	DT		det	True
end	end	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
the	the	DET	DT		det	True
intermeeting	intermeete	VERB	VBG		amod	False
period	period	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

yields	yield	NOUN	NNS		nsubj	False
on	on	ADP	IN		prep	True
tips	tip	NOUN	NNS		pobj	False
fell	fall	VERB	VBD		ROOT	False
,	,	PUNCT	,		punct	False
reportedly	reportedly	ADV	RB		advmod	False
as	as	SCONJ	IN		prep	True
a	a	DET	DT		det	True
result	result	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
some	some	DET	DT		det	True
improvement	improvement	NOUN	NN		pobj	False
in	in	ADP	IN		prep	True
tips	tip	NOUN	NNS		compound	False
market	market	NOUN	NN		compound	False
liquidity	liquidity	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

(	(	PUNCT	-LRB-		punct	False
3	3	X	LS	CARDINAL_B	nummod	False
)	)	PUNCT	-RRB-		punct	False
broad	broad	ADJ	JJ		amod	False
equity	equity	NOUN	NN		compound	False
price	price	NOUN	NN		compound	False
indexes	index	NOUN	NNS		nsubj	False
decreased	decrease	VERB	VBD		ROOT	False
on	on	ADP	IN		prep	True
net	net	NOUN	NN		pobj	False
during	during	ADP	IN		prep	True
the	the	DET	DT		det	True
intermeeting	intermeete	VERB	VBG		amod	False
period	period	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
as	as	SCONJ	IN		mark	True
investors	investor	NOUN	NNS		nsubj	False
remained	remain	VERB	VBD		advcl	False
concerned	concerned	ADJ	JJ		acomp	False
about	about	ADP	IN		prep	True
the	the	DET	DT		det	True
economic	economic	ADJ	JJ		amod	False
outlook	outlook	NOUN	NN		pobj	False
and	and	CCONJ	CC		cc	True
the	the	DET	DT		det	True
condition	condition	NOUN	NN		conj	False
of	of	ADP	IN		prep	True
class	class	NOUN	NN		pobj	False

i	i	PRON	PRP		ROOT	True
fomc--	fomc--	PROPN	NNP		appos	False

restricted	restrict	VERB	VBN		amod	False
controlled	control	VERB	VBN		amod	False
(	(	PUNCT	-LRB-		punct	False
fr	fr	NOUN	NN		nmod	False
)	)	PUNCT	-RRB-		punct	False
2	2	NUM	CD	CARDINAL_B	nsubj	False
of	of	ADP	IN		prep	True
52	52	NUM	CD	CARDINAL_B	pobj	False
the	the	DET	DT		det	True
financial	financial	ADJ	JJ		amod	False
sector	sector	NOUN	NN		ROOT	False
.	.	PUNCT	.		punct	False

the	the	DET	DT	ORG_B	det	True
federal	federal	PROPN	NNP	ORG_I	compound	False
reserve	reserve	PROPN	NNP	ORG_I	ROOT	False

’s	's	PUNCT	``		punct	True
programs	program	NOUN	NNS		nsubjpass	False
to	to	PART	TO		aux	True
purchase	purchase	VERB	VB		relcl	False
agency	agency	NOUN	NN		compound	False
debt	debt	NOUN	NN		dobj	False
and	and	CCONJ	CC		cc	True
mortgage	mortgage	NOUN	NN		npadvmod	False
-	-	PUNCT	HYPH		punct	False
backed	back	VERB	VBN		amod	False
securities	security	NOUN	NNS		conj	False
(	(	PUNCT	-LRB-		punct	False
mbs	mbs	PROPN	NNP		appos	False
)	)	PUNCT	-RRB-		punct	False
were	be	AUX	VBD		auxpass	True
received	receive	VERB	VBN		ROOT	False
positively	positively	ADV	RB		advmod	False
by	by	ADP	IN		agent	True
market	market	NOUN	NN		compound	False
participants	participant	NOUN	NNS		pobj	False
,	,	PUNCT	,		punct	False
and	and	CCONJ	CC		cc	True
reportedly	reportedly	ADV	RB		advmod	False
contributed	contribute	VERB	VBD		conj	False
to	to	ADP	IN		prep	True
the	the	DET	DT		det	True
improved	improve	VERB	VBN		amod	False
ability	ability	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
the	the	DET	DT		det	True
agencies	agency	NOUN	NNS		pobj	False
to	to	PART	TO		aux	True
access	access	VERB	VB		acl	False
long	long	ADJ	JJ		amod	False
-	-	PUNCT	HYPH		punct	False
term	term	NOUN	NN		compound	False
debt	debt	NOUN	NN		compound	False
markets	market	NOUN	NNS		dobj	False
.	.	PUNCT	.		punct	False

investment	investment	NOUN	NN		nmod	False
-	-	PUNCT	HYPH		punct	False
grade	grade	NOUN	NN		nmod	False
corporate	corporate	ADJ	JJ		amod	False
bond	bond	NOUN	NN		compound	False
spreads	spread	NOUN	NNS		nsubj	False
declined	decline	VERB	VBD		ROOT	False
modestly	modestly	ADV	RB		advmod	False
and	and	CCONJ	CC		cc	True
issuance	issuance	NOUN	NN		nsubj	False
of	of	ADP	IN		prep	True
nonfinancial	nonfinancial	ADJ	JJ		amod	False
investment	investment	NOUN	NN		compound	False
-	-	PUNCT	HYPH		punct	False
grade	grade	NOUN	NN		compound	False
bonds	bond	NOUN	NNS		pobj	False
continued	continue	VERB	VBD		conj	False
to	to	PART	TO		aux	True
be	be	AUX	VB		xcomp	True
fairly	fairly	ADV	RB		advmod	False
solid	solid	ADJ	JJ		acomp	False
.	.	PUNCT	.		punct	False

in	in	ADP	IN		prep	True
contrast	contrast	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
issuance	issuance	NOUN	NN		nsubj	False
of	of	ADP	IN		prep	True
speculative	speculative	ADJ	JJ		amod	False
-	-	PUNCT	HYPH		punct	False
grade	grade	NOUN	NN		compound	False
bonds	bond	NOUN	NNS		pobj	False
continued	continue	VERB	VBD		ROOT	False
to	to	PART	TO		aux	True
be	be	AUX	VB		xcomp	True
quite	quite	ADV	RB		advmod	True
limited	limited	ADJ	JJ		acomp	False
despite	despite	SCONJ	IN		prep	False
a	a	DET	DT		det	True
noticeable	noticeable	ADJ	JJ		amod	False
decline	decline	NOUN	NN		pobj	False
in	in	ADP	IN		prep	True
spreads	spread	NOUN	NNS		pobj	False
,	,	PUNCT	,		punct	False
and	and	CCONJ	CC		cc	True
issuance	issuance	NOUN	NN		nsubj	False
of	of	ADP	IN		prep	True
asset	asset	NOUN	NN		npadvmod	False
-	-	PUNCT	HYPH		punct	False
backed	back	VERB	VBN		amod	False
securities	security	NOUN	NNS		pobj	False
(	(	PUNCT	-LRB-		punct	False
abs	abs	NOUN	NN	ORG_B	appos	False
)	)	PUNCT	-RRB-		punct	False
remained	remain	VERB	VBD		conj	False
negligible	negligible	ADJ	JJ		acomp	False
.	.	PUNCT	.		punct	False

bank	bank	PROPN	NNP		compound	False
credit	credit	NOUN	NN		nsubj	False
contracted	contract	VERB	VBD		ROOT	False
again	again	ADV	RB		advmod	True
in	in	ADP	IN		prep	True
december	december	PROPN	NNP	DATE_B	pobj	False
.	.	PUNCT	.		punct	False

results	result	NOUN	NNS		nsubj	False
from	from	ADP	IN		prep	True
the	the	DET	DT		det	True
january	january	PROPN	NNP	DATE_B	nmod	False
senior	senior	ADJ	JJ		amod	False
loan	loan	NOUN	NN		compound	False
officer	officer	PROPN	NNP		compound	False
opinion	opinion	NOUN	NN		compound	False
survey	survey	NOUN	NN		pobj	False
indicated	indicate	VERB	VBD		ROOT	False
a	a	DET	DT		det	True
further	further	ADJ	JJ		amod	True
tightening	tightening	NOUN	NN		dobj	False
of	of	ADP	IN		prep	True
banks	bank	NOUN	NNS		poss	False
’	’	PART	POS		case	False
lending	lend	VERB	VBG		compound	False
policies	policy	NOUN	NNS		pobj	False
on	on	ADP	IN		prep	True
all	all	DET	DT		det	True
major	major	ADJ	JJ		amod	False
loan	loan	NOUN	NN		compound	False
categories	category	NOUN	NNS		pobj	False
,	,	PUNCT	,		punct	False
albeit	albeit	SCONJ	IN		advmod	False
by	by	ADP	IN		prep	True
somewhat	somewhat	ADV	RB		advmod	False
smaller	small	ADJ	JJR		amod	False
percentages	percentage	NOUN	NNS		pobj	False
of	of	ADP	IN		prep	True
banks	bank	NOUN	NNS		pobj	False
than	than	SCONJ	IN		prep	True
in	in	ADP	IN		prep	True
recent	recent	ADJ	JJ		amod	False
surveys	survey	NOUN	NNS		pobj	False
,	,	PUNCT	,		punct	False
and	and	CCONJ	CC		cc	True
broad	broad	ADJ	JJ		amod	False
reductions	reduction	NOUN	NNS		conj	False
in	in	ADP	IN		prep	True
loan	loan	NOUN	NN		compound	False
demand	demand	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

a	a	DET	DT		det	True
number	number	NOUN	NN		nsubj	False
of	of	ADP	IN		prep	True
foreign	foreign	ADJ	JJ		amod	False
central	central	ADJ	JJ		amod	False
banks	bank	NOUN	NNS		pobj	False
eased	ease	VERB	VBD		ROOT	False
monetary	monetary	ADJ	JJ		amod	False
policy	policy	NOUN	NN		dobj	False
further	further	ADV	RB		advmod	True
on	on	ADP	IN		prep	True
signs	sign	NOUN	NNS		pobj	False
of	of	ADP	IN		prep	True
a	a	DET	DT		det	True
global	global	ADJ	JJ		amod	False
economic	economic	ADJ	JJ		amod	False
slowdown	slowdown	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

financial	financial	ADJ	JJ		amod	False
institutions	institution	NOUN	NNS		nsubj	False
(	(	PUNCT	-LRB-		punct	False
4	4	X	LS	CARDINAL_B	appos	False
)	)	PUNCT	-RRB-		punct	False
although	although	SCONJ	IN		mark	True
investors	investor	NOUN	NNS		poss	False
’	’	PART	POS		case	False
concerns	concern	NOUN	NNS		nsubj	False
about	about	ADP	IN		prep	True
the	the	DET	DT		det	True
condition	condition	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
financial	financial	ADJ	JJ		amod	False
institutions	institution	NOUN	NNS		pobj	False
appeared	appear	VERB	VBD		advcl	False
to	to	PART	TO		aux	True
ease	ease	VERB	VB		xcomp	False
somewhat	somewhat	ADV	RB		advmod	False
during	during	ADP	IN		prep	True
much	much	ADJ	JJ		pobj	True
of	of	ADP	IN		prep	True
the	the	DET	DT		det	True
intermeeting	intermeete	VERB	VBG		amod	False
period	period	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
market	market	NOUN	NN		compound	False
sentiment	sentiment	NOUN	NN		nsubj	False
toward	toward	ADP	IN		prep	True
financial	financial	ADJ	JJ		amod	False
firms	firm	NOUN	NNS		pobj	False
soured	sour	VERB	VBD		ROOT	False
again	again	ADV	RB		advmod	True
late	late	ADV	RB		advmod	False
in	in	ADP	IN		prep	True
the	the	DET	DT		det	True
period	period	NOUN	NN		pobj	False
as	as	SCONJ	IN		mark	True
the	the	DET	DT		det	True
fourth	fourth	ADJ	JJ	DATE_B	amod	False
-	-	PUNCT	HYPH	DATE_I	punct	False
quarter	quarter	NOUN	NN	DATE_I	compound	False
earnings	earning	NOUN	NNS		compound	False
season	season	NOUN	NN		nsubj	False
got	get	VERB	VBD		advcl	False
under	under	ADP	IN		prep	True
way	way	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

cds	cd	NOUN	NNS		nsubj	False
spreads	spread	VERB	VBZ		nsubj	False
for	for	ADP	IN		prep	True
u.s	u.s	PROPN	NNP	GPE_B	dep	False
.	.	PROPN	NNP	GPE_I	compound	False
bank	bank	NOUN	NN		npadvmod	False
holding	hold	VERB	VBG		amod	False
companies	company	NOUN	NNS		pobj	False
,	,	PUNCT	,		punct	False
which	which	DET	WDT		nsubj	True
had	have	AUX	VBD		aux	True
narrowed	narrow	VERB	VBN		relcl	False
for	for	ADP	IN		prep	True
the	the	DET	DT	DATE_B	det	True
first	first	ADJ	JJ	DATE_I	amod	True
few	few	ADJ	JJ	DATE_I	amod	True
weeks	week	NOUN	NNS	DATE_I	pobj	False
of	of	ADP	IN		prep	True
the	the	DET	DT		det	True
period	period	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
rose	rise	VERB	VBD		ROOT	False
sharply	sharply	ADV	RB		advmod	False
in	in	ADP	IN		prep	True
mid	mid	PROPN	NNP	DATE_B	dep	False
-	-	PROPN	NNP	DATE_I	dep	False
january	january	PROPN	NNP	DATE_I	pobj	False
and	and	CCONJ	CC		cc	True
returned	return	VERB	VBD		conj	False
to	to	ADP	IN		prep	True
very	very	ADV	RB		advmod	True
high	high	ADJ	JJ		amod	False
levels	level	NOUN	NNS		pobj	False
,	,	PUNCT	,		punct	False
mainly	mainly	ADV	RB		advmod	False
in	in	ADP	IN		prep	True
response	response	NOUN	NN		pobj	False
to	to	ADP	IN		prep	True
renewed	renew	VERB	VBN		amod	False
concerns	concern	NOUN	NNS		pobj	False
about	about	ADP	IN		prep	True
the	the	DET	DT		det	True
viability	viability	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
citigroup	citigroup	PROPN	NNP	ORG_B	pobj	False
and	and	CCONJ	CC	ORG_I	cc	True
bank	bank	PROPN	NNP	ORG_I	conj	False
of	of	ADP	IN	ORG_I	prep	True
america	america	PROPN	NNP	ORG_I	pobj	False
in	in	ADP	IN		prep	True
their	-PRON-	DET	PRP$		poss	True
current	current	ADJ	JJ		amod	False
forms	form	NOUN	NNS		pobj	False
and	and	CCONJ	CC		cc	True
the	the	DET	DT		det	True
possibility	possibility	NOUN	NN		conj	False
that	that	SCONJ	IN		mark	True
other	other	ADJ	JJ		amod	True
major	major	ADJ	JJ		amod	False
financial	financial	ADJ	JJ		amod	False
institutions	institution	NOUN	NNS		nsubj	False
could	could	VERB	MD		aux	True
face	face	VERB	VB		acl	False
considerable	considerable	ADJ	JJ		amod	False
strains	strain	NOUN	NNS		dobj	False
(	(	PUNCT	-LRB-		punct	False
chart	chart	NOUN	NN		appos	False
1	1	NUM	CD	CARDINAL_B	nummod	False
)	)	PUNCT	-RRB-		punct	False
.	.	PUNCT	.		punct	False

equity	equity	NOUN	NN		compound	False
prices	price	NOUN	NNS		nsubj	False
for	for	ADP	IN		prep	True
bank	bank	NOUN	NN		npadvmod	False
holding	hold	VERB	VBG		amod	False
companies	company	NOUN	NNS		pobj	False
fell	fall	VERB	VBD		ROOT	False
to	to	ADP	IN		prep	True
below	below	ADP	IN		prep	True
their	-PRON-	DET	PRP$		poss	True
november	november	PROPN	NNP	DATE_B	compound	False
lows	low	NOUN	NNS		pobj	False
,	,	PUNCT	,		punct	False
reflecting	reflect	VERB	VBG		advcl	False
continued	continue	VERB	VBN		amod	False
concerns	concern	NOUN	NNS		dobj	False
about	about	ADP	IN		prep	True
the	the	DET	DT		det	True
longer	long	ADJ	JJR		amod	False
-	-	PUNCT	HYPH		punct	False
term	term	NOUN	NN		compound	False
prospect	prospect	NOUN	NN		pobj	False
for	for	ADP	IN		prep	True
profits	profit	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

goldman	goldman	PROPN	NNP	ORG_B	compound	False
sachs	sachs	PROPN	NNP	ORG_I	nsubj	False
and	and	CCONJ	CC		cc	True
morgan	morgan	PROPN	NNP	ORG_B	compound	False
stanley	stanley	PROPN	NNP	ORG_I	conj	False
reported	report	VERB	VBD		ROOT	False
larger	large	ADJ	JJR		amod	False
-	-	PUNCT	HYPH		punct	False
than	than	SCONJ	IN		prep	True
-	-	PUNCT	HYPH		punct	False
expected	expect	VERB	VBN		pcomp	False
losses	loss	NOUN	NNS		dobj	False
for	for	ADP	IN		prep	True
their	-PRON-	DET	PRP$	DATE_B	poss	True
fiscal	fiscal	ADJ	JJ	DATE_I	amod	False
fourth	fourth	ADJ	JJ	DATE_I	amod	False
quarter	quarter	NOUN	NN	DATE_I	pobj	False
as	as	SCONJ	IN		mark	True
they	-PRON-	PRON	PRP		nsubj	True
wrote	write	VERB	VBD		advcl	False
down	down	ADV	RB		prt	True
more	more	ADJ	JJR		amod	True
assets	asset	NOUN	NNS		dobj	False
.	.	PUNCT	.		punct	False

jp	jp	PROPN	NNP	PERSON_B	compound	False
morgan	morgan	PROPN	NNP	PERSON_I	nsubj	False
posted	post	VERB	VBD		ROOT	False
a	a	DET	DT		det	True
small	small	ADJ	JJ		amod	False
profit	profit	NOUN	NN		dobj	False
that	that	DET	WDT		nsubjpass	True
was	be	AUX	VBD		auxpass	True
held	hold	VERB	VBN		relcl	False
down	down	ADP	RP		prt	True
by	by	ADP	IN		agent	True
asset	asset	NOUN	NN		compound	False
writedowns	writedown	NOUN	NNS		pobj	False
and	and	CCONJ	CC		cc	True
losses	loss	NOUN	NNS		conj	False
in	in	ADP	IN		prep	True
the	the	DET	DT		det	True
firm	firm	NOUN	NN		nmod	False
’s	’s	PART	POS		punct	True
investment	investment	NOUN	NN		compound	False
banking	banking	NOUN	NN		compound	False
unit	unit	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
while	while	SCONJ	IN		mark	True
class	class	NOUN	NN		compound	False
i	i	PRON	PRP		nsubj	True
fomc	fomc	VERB	VBP		dep	False
--	--	PUNCT	:		punct	False
restricted	restrict	VERB	VBD		amod	False
controlled	control	VERB	VBN		amod	False
(	(	PUNCT	-LRB-		punct	False
fr	fr	NOUN	NN		nmod	False
)	)	PUNCT	-RRB-		punct	False
3	3	NUM	CD	CARDINAL_B	nsubj	False
of	of	ADP	IN		prep	True
52	52	NUM	CD	CARDINAL_B	nummod	False
chart	chart	NOUN	NN		nmod	False
1	1	NUM	CD	CARDINAL_B	nummod	False
financial	financial	ADJ	JJ		amod	False
institutions	institution	NOUN	NNS		compound	False
basis	basis	NOUN	NN		compound	False
points	point	NOUN	NNS		pobj	False
daily	daily	ADJ	JJ	DATE_B	advmod	False
senior	senior	ADJ	JJ		amod	False
cds	cds	PROPN	NNPS		compound	False
spreads	spread	VERB	VBZ		advcl	False
for	for	ADP	IN		prep	True
bank	bank	NOUN	NN		npadvmod	False
holding	hold	VERB	VBG		amod	False
companies	company	NOUN	NNS		pobj	False
note	note	VERB	VBP		conj	False
.	.	PUNCT	.		punct	False

median	median	ADJ	JJ		nsubj	False
spreads	spread	NOUN	NNS		ROOT	False
for	for	ADP	IN		prep	True
6	6	NUM	CD	CARDINAL_B	nummod	False
bank	bank	NOUN	NN		npadvmod	False
holding	hold	VERB	VBG		amod	False
companies	company	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

source	source	NOUN	NN		ROOT	False
.	.	PUNCT	.		punct	False

markit	markit	PROPN	NNP		ROOT	False
.	.	PUNCT	.		punct	False

fomc	fomc	ADJ	JJ		compound	False
basis	basis	NOUN	NN		compound	False
points	point	NOUN	NNS		nsubj	False
daily	daily	ADJ	JJ	DATE_B	amod	False
cds	cd	NOUN	NNS		nsubj	False
spreads	spread	VERB	VBZ		nsubj	False
for	for	ADP	IN		prep	True
insurance	insurance	NOUN	NN		compound	False
companies	company	NOUN	NNS		pobj	False
median	median	ADJ	JJ		nsubj	False
spreads	spread	NOUN	NNS		ROOT	False
for	for	ADP	IN		prep	True
61	61	NUM	CD	CARDINAL_B	nummod	False
insurance	insurance	NOUN	NN		compound	False
companies	company	NOUN	NNS		pobj	False
