summary	summary	NOUN	NN		nmod	False
the	the	DET	DT		det	True
october	october	PROPN	NNP	DATE_B	nmod	False
28	28	NUM	CD	DATE_I	nummod	False
-	-	SYM	SYM	DATE_I	punct	False
29	29	NUM	CD	DATE_I	nummod	False
meeting	meeting	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
6	6	NUM	CD	CARDINAL_B	npadvmod	False
the	the	DET	DT		det	True
effective	effective	ADJ	JJ		amod	False
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		compound	False
rate	rate	NOUN	NN		nsubj	False
averaged	average	VERB	VBD		conj	False
1.28	1.28	NUM	CD	PERCENT_B	nummod	False
percent	percent	NOUN	NN	PERCENT_I	dobj	False
over	over	ADP	IN		prep	True
the	the	DET	DT		det	True
intermeeting	intermeete	VERB	VBG		amod	False
period	period	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

the	the	DET	DT		det	True
intraday	intraday	ADJ	JJ		nmod	False
standard	standard	ADJ	JJ		amod	False
deviation	deviation	NOUN	NN		nsubjpass	False
of	of	ADP	IN		prep	True
the	the	DET	DT		det	True
funds	fund	NOUN	NNS		compound	False
rate	rate	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
at	at	ADP	IN		prep	True
about	about	ADV	RB	CARDINAL_B	advmod	True
75	75	NUM	CD	CARDINAL_I	nummod	False
basis	basis	NOUN	NN		compound	False
points	point	NOUN	NNS		pobj	False
,	,	PUNCT	,		punct	False
was	be	AUX	VBD		auxpass	True
extremely	extremely	ADV	RB		advmod	False
elevated	elevate	VERB	VBN		ROOT	False
by	by	ADP	IN		agent	True
historical	historical	ADJ	JJ		amod	False
standards	standard	NOUN	NNS		pobj	False
and	and	CCONJ	CC		cc	True
more	more	ADV	RBR		amod	True
than	than	SCONJ	IN		quantmod	True
double	double	DET	PDT		nummod	False
the	the	DET	DT		det	True
level	level	NOUN	NN		conj	False
observed	observe	VERB	VBN		acl	False
in	in	ADP	IN		prep	True
march	march	PROPN	NNP	DATE_B	pobj	False
.	.	PUNCT	.		punct	False

over	over	ADP	IN		prep	True
this	this	DET	DT		det	True
intermeeting	intermeete	VERB	VBG		amod	False
period	period	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
the	the	DET	DT		det	True
volume	volume	NOUN	NN		nsubj	False
of	of	ADP	IN		prep	True
long	long	ADJ	JJ		amod	False
-	-	PUNCT	HYPH		punct	False
term	term	NOUN	NN		compound	False
repurchase	repurchase	NOUN	NN		compound	False
agreements	agreement	NOUN	NNS		pobj	False
declined	decline	VERB	VBD		ROOT	False
$	$	SYM	$	MONEY_B	quantmod	False
10	10	NUM	CD	MONEY_I	compound	False
billion	billion	NUM	CD	MONEY_I	dobj	False
,	,	PUNCT	,		punct	False
and	and	CCONJ	CC		cc	True
on	on	ADP	IN		prep	True
september	september	PROPN	NNP	DATE_B	pobj	False
18	18	NUM	CD	DATE_I	nummod	False
the	the	DET	DT		det	True
desk	desk	NOUN	NN		nsubj	False
redeemed	redeem	VERB	VBD		conj	False
the	the	DET	DT		det	True
full	full	ADJ	JJ		amod	True
amount	amount	NOUN	NN		dobj	True
of	of	ADP	IN		prep	True
maturing	mature	VERB	VBG		amod	False
treasury	treasury	PROPN	NNP	ORG_B	compound	False
bill	bill	PROPN	NNP	ORG_B	compound	False
holdings	holdings	PROPN	NNPS	ORG_I	pobj	False
,	,	PUNCT	,		punct	False
$	$	SYM	$	MONEY_B	quantmod	False
3.3	3.3	NUM	CD	MONEY_I	compound	False
billion	billion	NUM	CD	MONEY_I	appos	False
,	,	PUNCT	,		punct	False
to	to	PART	TO		aux	True
draw	draw	VERB	VB		advcl	False
reserve	reserve	NOUN	NN		dobj	False
from	from	ADP	IN		prep	True
the	the	DET	DT		det	True
banking	banking	NOUN	NN		compound	False
system	system	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

7	7	X	LS	CARDINAL_B	ROOT	False

previously	previously	ADV	RB		advmod	False
the	the	DET	DT		det	True
rate	rate	NOUN	NN		nsubjpass	False
on	on	ADP	IN		prep	True
excess	excess	ADJ	JJ		amod	False
balances	balance	NOUN	NNS		pobj	False
had	have	AUX	VBD		aux	True
been	be	AUX	VBN		auxpass	True
set	set	VERB	VBN		ROOT	False
at	at	ADP	IN		prep	True
the	the	DET	DT		det	True
lowest	low	ADJ	JJS		amod	False
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		compound	False
rate	rate	NOUN	NN		compound	False
target	target	NOUN	NN		pobj	False
established	establish	VERB	VBN		acl	False
by	by	ADP	IN		agent	True
the	the	DET	DT		det	True
fomc	fomc	NOUN	NN		pobj	False
during	during	ADP	IN		prep	True
the	the	DET	DT		det	True
reserve	reserve	PROPN	NNP		compound	False
maintenance	maintenance	NOUN	NN		compound	False
period	period	NOUN	NN		pobj	False
minus	minus	CCONJ	CC		nmod	False
75	75	NUM	CD	CARDINAL_B	nummod	False
basis	basis	NOUN	NN		compound	False
points	point	NOUN	NNS		npadvmod	False
.	.	PUNCT	.		punct	False

under	under	ADP	IN		prep	True
the	the	DET	DT		det	True
revised	revise	VERB	VBN		amod	False
rule	rule	NOUN	NN		pobj	False
the	the	DET	DT		det	True
rate	rate	NOUN	NN		nsubjpass	False
will	will	VERB	MD		aux	True
be	be	AUX	VB		auxpass	True
set	set	VERB	VBN		ROOT	False
to	to	ADP	IN		prep	True
the	the	DET	DT		det	True
lowest	low	ADJ	JJS		amod	False
target	target	NOUN	NN		compound	False
rate	rate	NOUN	NN		pobj	False
minus	minus	CCONJ	CC	CARDINAL_B	prep	False
35	35	NUM	CD	CARDINAL_I	nummod	False
basis	basis	NOUN	NN		compound	False
points	point	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

class	class	NOUN	NN		npadvmod	False
i	i	PRON	PRP		nsubj	True
fomc	fomc	NOUN	NN		npadvmod	False
-	-	PUNCT	HYPH		punct	False
restricted	restrict	VERB	VBN		ROOT	False
controlled	control	VERB	VBN		dep	False
(	(	PUNCT	-LRB-		punct	False
fr	fr	NOUN	NN		prep	False
)	)	PUNCT	-RRB-		punct	False
11	11	NUM	CD	CARDINAL_B	pobj	False
of	of	ADP	IN		prep	True
45	45	NUM	CD	CARDINAL_B	nummod	False
early	early	ADJ	JJ		amod	False
experience	experience	NOUN	NN		pobj	False
with	with	ADP	IN		prep	True
interest	interest	NOUN	NN		pobj	False
on	on	ADP	IN		prep	True
reserves	reserve	NOUN	NNS		pobj	False

the	the	DET	DT		det	True
emergency	emergency	NOUN	NN		nmod	False
economic	economic	ADJ	JJ		amod	False
stabilization	stabilization	NOUN	NN		compound	False
act	act	PROPN	NNP		nsubj	False
accelerated	accelerate	VERB	VBD		ROOT	False
the	the	DET	DT	ORG_B	det	True
federal	federal	PROPN	NNP	ORG_I	compound	False
reserve	reserve	PROPN	NNP	ORG_I	dobj	False
’s	’s	PART	POS	ORG_I	punct	True
authority	authority	NOUN	NN	ORG_I	npadvmod	False
to	to	PART	TO		aux	True
pay	pay	VERB	VB		acl	False
interest	interest	NOUN	NN		dobj	False
on	on	ADP	IN		prep	True
balances	balance	NOUN	NNS		pobj	False
held	hold	VERB	VBN		acl	False
by	by	ADP	IN		prep	True
or	or	CCONJ	CC		cc	True
on	on	ADP	IN		conj	True
behalf	behalf	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
depository	depository	NOUN	NN		compound	False
institutions	institution	NOUN	NNS		pobj	False
at	at	ADP	IN		prep	True
reserve	reserve	NOUN	NN		compound	False
banks	bank	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

this	this	DET	DT		det	True
interest	interest	NOUN	NN		nsubj	False
began	begin	VERB	VBD		ROOT	False
accruing	accrue	VERB	VBG		xcomp	False
on	on	ADP	IN		prep	True
october	october	PROPN	NNP	DATE_B	pobj	False
9	9	NUM	CD	DATE_I	nummod	False
.	.	PUNCT	.		punct	False

the	the	DET	DT		det	True
payment	payment	NOUN	NN		nsubj	False
of	of	ADP	IN		prep	True
interest	interest	NOUN	NN		pobj	False
on	on	ADP	IN		prep	True
excess	excess	ADJ	JJ		amod	False
balances	balance	NOUN	NNS		pobj	False
should	should	VERB	MD		aux	True
reduce	reduce	VERB	VB		ROOT	False
depository	depository	NOUN	NN		compound	False
institutions	institution	NOUN	NNS		poss	False
’	’	PART	POS		case	False
incentives	incentive	NOUN	NNS		dobj	False
to	to	PART	TO		aux	True
sell	sell	VERB	VB		acl	False
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		dobj	False
at	at	ADP	IN		prep	True
rates	rate	NOUN	NNS		pobj	False
below	below	ADP	IN		prep	True
the	the	DET	DT		det	True
rate	rate	NOUN	NN		pobj	False
paid	pay	VERB	VBN		acl	False
on	on	ADP	IN		prep	True
excess	excess	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

to	to	ADP	IN		prep	True
date	date	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
the	the	DET	DT		det	True
results	result	NOUN	NNS		nsubj	False
of	of	ADP	IN		prep	True
this	this	DET	DT		det	True
policy	policy	NOUN	NN		compound	False
change	change	NOUN	NN		pobj	False
have	have	AUX	VBP		aux	True
been	be	AUX	VBN		ROOT	True
mixed	mix	VERB	VBN		acomp	False
,	,	PUNCT	,		punct	False
although	although	SCONJ	IN		mark	True
some	some	DET	DT		det	True
evidence	evidence	NOUN	NN		nsubj	False
suggests	suggest	VERB	VBZ		advcl	False
that	that	SCONJ	IN		mark	True
interest	interest	NOUN	NN		nsubj	False
on	on	ADP	IN		prep	True
reserves	reserve	NOUN	NNS		pobj	False
might	may	VERB	MD		aux	True
become	become	VERB	VB		ccomp	True
a	a	DET	DT		det	True
more	more	ADV	RBR		advmod	True
effective	effective	ADJ	JJ		amod	False
tool	tool	NOUN	NN		attr	False
over	over	ADP	IN		prep	True
time	time	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

the	the	DET	DT		det	True
rate	rate	NOUN	NN		nsubj	False
paid	pay	VERB	VBN		acl	False
on	on	ADP	IN		prep	True
excess	excess	ADJ	JJ		amod	False
balances	balance	NOUN	NNS		pobj	False
has	have	AUX	VBZ		aux	True
not	not	PART	RB		neg	True
established	establish	VERB	VBN		ROOT	False
a	a	DET	DT		det	True
hard	hard	ADJ	JJ		amod	False
floor	floor	NOUN	NN		dobj	False
to	to	ADP	IN		prep	True
the	the	DET	DT		det	True
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		compound	False
rate	rate	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

initially	initially	ADV	RB		advmod	False
,	,	PUNCT	,		punct	False
this	this	DET	DT		det	True
rate	rate	NOUN	NN		nsubjpass	False
was	be	AUX	VBD		auxpass	True
set	set	VERB	VBN		ROOT	False
equal	equal	ADJ	JJ		oprd	False
to	to	ADP	IN		prep	True
the	the	DET	DT		det	True
lowest	low	ADJ	JJS		amod	False
targeted	target	VERB	VBN		amod	False
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		compound	False
rate	rate	NOUN	NN		pobj	False
for	for	ADP	IN		prep	True
the	the	DET	DT		det	True
maintenance	maintenance	NOUN	NN		compound	False
period	period	NOUN	NN		pobj	False
less	less	ADJ	JJR		amod	True
75	75	NUM	CD	CARDINAL_B	nummod	False
basis	basis	NOUN	NN		compound	False
points	point	NOUN	NNS		appos	False
,	,	PUNCT	,		punct	False
resulting	result	VERB	VBG		advcl	False
in	in	ADP	IN		prep	True
a	a	DET	DT		det	True
rate	rate	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
75	75	NUM	CD	CARDINAL_B	nummod	False
basis	basis	NOUN	NN		compound	False
points	point	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

from	from	ADP	IN		ROOT	True
october	october	PROPN	NNP	DATE_B	pobj	False
9	9	NUM	CD	DATE_I	nummod	False
to	to	ADP	IN	DATE_I	prep	True
october	october	PROPN	NNP	DATE_I	pobj	False
22	22	NUM	CD	DATE_I	nummod	False
,	,	PUNCT	,		punct	False
an	an	DET	DT		det	True
average	average	NOUN	NN		appos	False
of	of	ADP	IN		prep	True
35	35	NUM	CD	PERCENT_B	nummod	False
percent	percent	NOUN	NN	PERCENT_I	pobj	False
of	of	ADP	IN		prep	True
brokered	broker	VERB	VBN		amod	False
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		compound	False
trades	trade	NOUN	NNS		pobj	False
transacted	transact	VERB	VBN		acl	False
at	at	ADP	IN		prep	True
rates	rate	NOUN	NNS		pobj	False
below	below	ADP	IN		prep	True
75	75	NUM	CD	CARDINAL_B	nummod	False
basis	basis	NOUN	NN		compound	False
points	point	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

however	however	ADV	RB		advmod	True
,	,	PUNCT	,		punct	False
the	the	DET	DT		det	True
share	share	NOUN	NN		nsubj	False
of	of	ADP	IN		prep	True
brokered	broker	VERB	VBN		amod	False
trades	trade	NOUN	NNS		pobj	False
at	at	ADP	IN		prep	True
rates	rate	NOUN	NNS		pobj	False
near	near	SCONJ	IN		prep	False
zero	zero	NUM	CD	CARDINAL_B	pobj	False
has	have	AUX	VBZ		aux	True
declined	decline	VERB	VBN		ROOT	False
substantially	substantially	ADV	RB		advmod	False
.	.	PUNCT	.		punct	False

fannie	fannie	PROPN	NNP	ORG_B	compound	False
mae	mae	PROPN	NNP	ORG_I	nsubj	False
and	and	CCONJ	CC		cc	True
freddie	freddie	PROPN	NNP	ORG_B	compound	False
mac	mac	PROPN	NNP	ORG_I	conj	False
,	,	PUNCT	,		punct	False
two	two	NUM	CD	CARDINAL_B	nummod	True
large	large	ADJ	JJ		amod	False
net	net	ADJ	JJ		amod	False
sellers	seller	NOUN	NNS		appos	False
of	of	ADP	IN		prep	True
funds	fund	NOUN	NNS		pobj	False
in	in	ADP	IN		prep	True
the	the	DET	DT		det	True
market	market	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
are	be	AUX	VBP		ROOT	True
not	not	PART	RB		neg	True
eligible	eligible	ADJ	JJ		acomp	False
to	to	PART	TO		aux	True
receive	receive	VERB	VB		xcomp	False
interest	interest	NOUN	NN		dobj	False
on	on	ADP	IN		prep	True
the	the	DET	DT		det	True
balances	balance	NOUN	NNS		pobj	False
they	-PRON-	PRON	PRP		nsubj	True
hold	hold	VERB	VBP		relcl	False
and	and	CCONJ	CC		cc	True
are	be	AUX	VBP		aux	True
reportedly	reportedly	ADV	RB		advmod	False
selling	sell	VERB	VBG		conj	False
funds	fund	NOUN	NNS		dobj	False
at	at	ADP	IN		prep	True
rates	rate	NOUN	NNS		pobj	False
below	below	ADP	IN		prep	True
75	75	NUM	CD	CARDINAL_B	nummod	False
basis	basis	NOUN	NN		compound	False
points	point	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

in	in	ADP	IN		prep	True
addition	addition	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
some	some	DET	DT		det	True
small	small	ADJ	JJ		amod	False
depository	depository	NOUN	NN		compound	False
institutions	institution	NOUN	NNS		nsubj	False
have	have	AUX	VBP		aux	True
also	also	ADV	RB		advmod	True
been	be	AUX	VBN		aux	True
selling	sell	VERB	VBG		ROOT	False
funds	fund	NOUN	NNS		dobj	False
at	at	ADP	IN		prep	True
rates	rate	NOUN	NNS		pobj	False
below	below	ADP	IN		prep	True
75	75	NUM	CD	CARDINAL_B	nummod	False
basis	basis	NOUN	NN		compound	False
points	point	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

some	some	DET	DT		nsubj	True
of	of	ADP	IN		prep	True
these	these	DET	DT		det	True
institutions	institution	NOUN	NNS		pobj	False
may	may	VERB	MD		aux	True
believe	believe	VERB	VB		ROOT	False
that	that	SCONJ	IN		mark	True
their	-PRON-	DET	PRP$		poss	True
correspondent	correspondent	NOUN	NN		nsubj	False
banks	bank	NOUN	NNS		appos	False
will	will	VERB	MD		aux	True
not	not	PART	RB		neg	True
pass	pass	VERB	VB		ccomp	False
on	on	ADP	IN		prep	True
interest	interest	NOUN	NN		pobj	False
earned	earn	VERB	VBN		acl	False
on	on	ADP	IN		prep	True
excess	excess	ADJ	JJ		amod	False
balances	balance	NOUN	NNS		pobj	False
and	and	CCONJ	CC		cc	True
thus	thus	ADV	RB		advmod	True
are	be	AUX	VBP		conj	True
willing	willing	ADJ	JJ		acomp	False
to	to	PART	TO		aux	True
sell	sell	VERB	VB		xcomp	False
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		dobj	False
at	at	ADP	IN		prep	True
rates	rate	NOUN	NNS		pobj	False
below	below	ADP	IN		prep	True
the	the	DET	DT		det	True
rate	rate	NOUN	NN		pobj	False
paid	pay	VERB	VBN		acl	False
on	on	ADP	IN		prep	True
excess	excess	ADJ	JJ		amod	False
balances	balance	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

to	to	PART	TO		aux	True
foster	foster	VERB	VB		advcl	False
trading	trading	NOUN	NN		dobj	False
at	at	ADP	IN		prep	True
rates	rate	NOUN	NNS		pobj	False
closer	closer	ADV	RBR		advmod	False
to	to	ADP	IN		prep	True
the	the	DET	DT		det	True
target	target	NOUN	NN		compound	False
rate	rate	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
the	the	DET	DT		det	True
board	board	NOUN	NN		nsubj	False
narrowed	narrow	VERB	VBD		ROOT	False
the	the	DET	DT		det	True
spread	spread	NOUN	NN		dobj	False
between	between	ADP	IN		prep	True
the	the	DET	DT		det	True
target	target	NOUN	NN		compound	False
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		compound	False
rate	rate	NOUN	NN		pobj	False
and	and	CCONJ	CC		cc	True
the	the	DET	DT		det	True
rate	rate	NOUN	NN		conj	False
paid	pay	VERB	VBN		acl	False
on	on	ADP	IN		prep	True
excess	excess	ADJ	JJ		amod	False
balances	balance	NOUN	NNS		pobj	False
to	to	ADP	IN		prep	True
35	35	NUM	CD	CARDINAL_B	nummod	False
basis	basis	NOUN	NN		compound	False
points	point	NOUN	NNS		pobj	False
effective	effective	ADJ	JJ		oprd	False
october	october	PROPN	NNP	DATE_B	npadvmod	False
23	23	NUM	CD	DATE_I	nummod	False
.	.	PUNCT	.		punct	False

market	market	NOUN	NN		compound	False
participants	participant	NOUN	NNS		nsubj	False
may	may	VERB	MD		aux	True
still	still	ADV	RB		advmod	True
be	be	AUX	VB		aux	True
adapting	adapt	VERB	VBG		ROOT	False
to	to	ADP	IN		prep	True
the	the	DET	DT		det	True
new	new	ADJ	JJ		amod	False
system	system	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

in	in	ADP	IN		prep	True
principle	principle	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
arbitrage	arbitrage	NOUN	NN		nsubj	False
should	should	VERB	MD		aux	True
keep	keep	VERB	VB		ROOT	True
market	market	NOUN	NN		compound	False
rates	rate	NOUN	NNS		dobj	False
close	close	ADJ	JJ		advmod	False
to	to	ADP	IN		prep	True
the	the	DET	DT		det	True
rate	rate	NOUN	NN		pobj	False
paid	pay	VERB	VBN		acl	False
on	on	ADP	IN		prep	True
excess	excess	ADJ	JJ		amod	False
balances	balance	NOUN	NNS		pobj	False
if	if	SCONJ	IN		mark	True
enough	enough	ADJ	JJ		amod	True
institutions	institution	NOUN	NNS		nsubj	False
that	that	DET	WDT		nsubj	True
are	be	AUX	VBP		relcl	True
eligible	eligible	ADJ	JJ		acomp	False
to	to	PART	TO		aux	True
receive	receive	VERB	VB		xcomp	False
interest	interest	NOUN	NN		dobj	False
were	be	AUX	VBD		advcl	True
to	to	PART	TO		aux	True
bid	bid	VERB	VB		xcomp	False
for	for	ADP	IN		prep	True
the	the	DET	DT		det	True
funds	fund	NOUN	NNS		pobj	False
of	of	ADP	IN		prep	True
ineligible	ineligible	ADJ	JJ		amod	False
institutions	institution	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

indeed	indeed	ADV	RB		advmod	True
,	,	PUNCT	,		punct	False
a	a	DET	DT		det	True
couple	couple	NOUN	NN		nsubj	False
of	of	ADP	IN		prep	True
large	large	ADJ	JJ		amod	False
banks	bank	NOUN	NNS		pobj	False
are	be	AUX	VBP		aux	True
apparently	apparently	ADV	RB		advmod	False
doing	do	VERB	VBG		ROOT	True
so	so	ADV	RB		advmod	True
now	now	ADV	RB		advmod	True
and	and	CCONJ	CC		cc	True
in	in	ADP	IN		conj	True
some	some	DET	DT		det	True
volume	volume	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
and	and	CCONJ	CC		cc	True
this	this	DET	DT		det	True
pattern	pattern	NOUN	NN		nsubj	False
may	may	VERB	MD		aux	True
strengthen	strengthen	VERB	VB		conj	False
over	over	ADP	IN		prep	True
time	time	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

in	in	ADP	IN		prep	True
addition	addition	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
correspondent	correspondent	NOUN	NN		compound	False
banking	banking	NOUN	NN		compound	False
agreements	agreement	NOUN	NNS		nsubjpass	False
may	may	VERB	MD		aux	True
be	be	AUX	VB		auxpass	True
restructured	restructure	VERB	VBN		ROOT	False
in	in	ADP	IN		prep	True
light	light	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
the	the	DET	DT		det	True
payment	payment	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
interest	interest	NOUN	NN		pobj	False
to	to	PART	TO		aux	True
respondent	respondent	VERB	VB		advcl	False
banks	bank	NOUN	NNS		dobj	False
.	.	PUNCT	.		punct	False

some	some	DET	DT		det	True
respondent	respondent	ADJ	JJ		compound	False
institutions	institution	NOUN	NNS		nsubj	False
are	be	AUX	VBP		aux	True
reportedly	reportedly	ADV	RB		advmod	False
considering	consider	VERB	VBG		ROOT	False
terminating	terminate	VERB	VBG		xcomp	False
their	-PRON-	DET	PRP$		poss	True
correspondent	correspondent	NOUN	NN		compound	False
relationships	relationship	NOUN	NNS		dobj	False
and	and	CCONJ	CC		cc	True
holding	hold	VERB	VBG		conj	False
balances	balance	NOUN	NNS		dobj	False
directly	directly	ADV	RB		advmod	False
with	with	ADP	IN		prep	True
the	the	DET	DT		det	True
reserve	reserve	NOUN	NN		compound	False
banks	bank	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

one	one	NUM	CD	CARDINAL_B	nummod	True
potentially	potentially	ADV	RB		advmod	False
related	relate	VERB	VBN		amod	False
development	development	NOUN	NN		nsubj	False
is	be	AUX	VBZ		ROOT	True
a	a	DET	DT		det	True
significant	significant	ADJ	JJ		amod	False
decline	decline	NOUN	NN		attr	False
in	in	ADP	IN		prep	True
the	the	DET	DT		det	True
volume	volume	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
brokered	broker	VERB	VBN		amod	False
transactions	transaction	NOUN	NNS		pobj	False
in	in	ADP	IN		prep	True
the	the	DET	DT		det	True
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		compound	False
market	market	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

with	with	ADP	IN		prep	True
the	the	DET	DT		det	True
extraordinary	extraordinary	ADJ	JJ		amod	False
level	level	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
balances	balance	NOUN	NNS		pobj	False
in	in	ADP	IN		prep	True
the	the	DET	DT		det	True
system	system	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
and	and	CCONJ	CC		cc	True
the	the	DET	DT		det	True
ability	ability	NOUN	NN		conj	False
to	to	PART	TO		aux	True
earn	earn	VERB	VB		acl	False
significant	significant	ADJ	JJ		amod	False
interest	interest	NOUN	NN		dobj	False
on	on	ADP	IN		prep	True
an	an	DET	DT		det	True
essentially	essentially	ADV	RB		advmod	False
risk	risk	NOUN	NN		npadvmod	False
-	-	PUNCT	HYPH		punct	False
free	free	ADJ	JJ		amod	False
asset	asset	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
the	the	DET	DT		det	True
incentive	incentive	NOUN	NN		nsubj	False
for	for	ADP	IN		mark	True
institutions	institution	NOUN	NNS		nsubj	False
to	to	PART	TO		aux	True
trade	trade	VERB	VB		relcl	False
in	in	ADP	IN		prep	True
the	the	DET	DT		det	True
overnight	overnight	ADJ	JJ		amod	False
market	market	NOUN	NN		pobj	False
may	may	VERB	MD		aux	True
have	have	AUX	VB		aux	True
diminished	diminish	VERB	VBN		ROOT	False
.	.	PUNCT	.		punct	False

class	class	NOUN	NN		ROOT	False

i	i	PRON	PRP		nmod	True
fomc	fomc	NOUN	NN		npadvmod	False
-	-	PUNCT	HYPH		punct	False
restricted	restrict	VERB	VBN		amod	False
controlled	control	VERB	VBN		advcl	False
(	(	PUNCT	-LRB-		punct	False
fr	fr	NOUN	NN		intj	False
)	)	PUNCT	-RRB-		punct	False
12	12	NUM	CD	CARDINAL_B	ROOT	False
of	of	ADP	IN		prep	True
45	45	NUM	CD	CARDINAL_B	nummod	False
chart	chart	NOUN	NN		nmod	False
3	3	NUM	CD	CARDINAL_B	nummod	False
interest	interest	NOUN	NN		compound	False
rate	rate	NOUN	NN		compound	False
developments	development	NOUN	NNS		compound	False
percent	percent	NOUN	NN		pobj	False
october	october	PROPN	NNP	DATE_B	npadvmod	False
23	23	NUM	CD	DATE_I	nummod	False
,	,	PUNCT	,	DATE_I	punct	False
2008	2008	NUM	CD	DATE_I	nummod	False
september	september	PROPN	NNP	DATE_I	appos	False
15	15	NUM	CD	DATE_I	nummod	False
,	,	PUNCT	,	DATE_I	punct	False
2008	2008	NUM	CD	DATE_I	nummod	False

expected	expect	VERB	VBN		amod	False
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		compound	False
rates	rate	NOUN	NNS		nsubj	False
estimates	estimate	NOUN	NNS		ROOT	False
from	from	ADP	IN		prep	True
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		pobj	False
and	and	CCONJ	CC		cc	True
eurodollar	eurodollar	NOUN	NN		amod	False
futures	future	NOUN	NNS		conj	False
,	,	PUNCT	,		punct	False
with	with	ADP	IN		prep	True
an	an	DET	DT		det	True
allowance	allowance	NOUN	NN		pobj	False
for	for	ADP	IN		prep	True
term	term	NOUN	NN		compound	False
premiums	premium	NOUN	NNS		pobj	False
and	and	CCONJ	CC		cc	True
other	other	ADJ	JJ		amod	True
adjustments	adjustment	NOUN	NNS		conj	False
.	.	PUNCT	.		punct	False

percent	percent	NOUN	NN		compound	False
futures	future	NOUN	NNS		compound	False
market	market	NOUN	NN		compound	False
desk	desk	NOUN	NN		nsubj	False
’s	’s	PART	POS		punct	True
survey	survey	NOUN	NN		compound	False
probability	probability	NOUN	NN		compound	False
density	density	NOUN	NN		ROOT	False
for	for	ADP	IN		prep	True
target	target	NOUN	NN		compound	False
funds	fund	NOUN	NNS		compound	False
rate	rate	NOUN	NN		pobj	False
after	after	ADP	IN		prep	True
the	the	DET	DT		det	True
october	october	PROPN	NNP	DATE_B	compound	False
fomc	fomc	NOUN	NN		compound	False
meeting	meeting	NOUN	NN		pobj	False
derived	derive	VERB	VBN		acl	False
from	from	ADP	IN		prep	True
options	option	NOUN	NNS		pobj	False
on	on	ADP	IN		prep	True
federal	federal	ADJ	JJ		amod	False
funds	fund	NOUN	NNS		compound	False
futures	future	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

survey	survey	NOUN	NN		ROOT	False
of	of	ADP	IN		prep	True
primary	primary	ADJ	JJ		amod	False
dealer	dealer	NOUN	NN		compound	False
economists	economist	NOUN	NNS		pobj	False
on	on	ADP	IN		prep	True
oct	oct	PROPN	NNP	DATE_B	pobj	False
21	21	NUM	CD	DATE_I	nummod	False
