summary	summary	NOUN	NN		compound	False
-	-	PUNCT	HYPH		punct	False
backed	back	VERB	VBN		amod	False
securities	security	NOUN	NNS		conj	False
,	,	PUNCT	,		punct	False
but	but	CCONJ	CC		cc	True
yields	yield	NOUN	NNS		nsubj	False
subsequently	subsequently	ADV	RB		advmod	False
retraced	retrace	VERB	VBD		conj	False
a	a	DET	DT		det	True
significant	significant	ADJ	JJ		amod	False
portion	portion	NOUN	NN		dobj	False
of	of	ADP	IN		prep	True
that	that	DET	DT		det	True
drop	drop	NOUN	NN		pobj	False
amid	amid	ADP	IN		prep	False
a	a	DET	DT		det	True
perceived	perceive	VERB	VBN		amod	False
improvement	improvement	NOUN	NN		pobj	False
in	in	ADP	IN		prep	True
the	the	DET	DT		det	True
economic	economic	ADJ	JJ		amod	False
outlook	outlook	NOUN	NN		pobj	False
and	and	CCONJ	CC		cc	True
perhaps	perhaps	ADV	RB		advmod	True
some	some	DET	DT		det	True
reversal	reversal	NOUN	NN		conj	False
of	of	ADP	IN		prep	True
flight	flight	NOUN	NN		nmod	False
-	-	PUNCT	HYPH		punct	False
to	to	ADP	IN		prep	True
-	-	PUNCT	HYPH		punct	False
quality	quality	NOUN	NN		pobj	False
flows	flow	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

yields	yield	NOUN	NNS		nsubj	False
on	on	ADP	IN		prep	True
corporate	corporate	ADJ	JJ		amod	False
bonds	bond	NOUN	NNS		pobj	False
fell	fall	VERB	VBD		ROOT	False
a	a	DET	DT		det	True
bit	bit	NOUN	NN		npadvmod	False
more	more	ADJ	JJR		acomp	True
than	than	SCONJ	IN		prep	True
those	those	DET	DT		pobj	True
on	on	ADP	IN		prep	True
comparable	comparable	ADJ	JJ		amod	False
-	-	PUNCT	HYPH		punct	False
maturity	maturity	NOUN	NN		compound	False
treasury	treasury	PROPN	NNP	ORG_B	compound	False
securities	security	NOUN	NNS		pobj	False
,	,	PUNCT	,		punct	False
leaving	leave	VERB	VBG		csubj	False
risk	risk	NOUN	NN		dobj	False
spreads	spread	VERB	VBZ		advcl	False
a	a	DET	DT		det	True
little	little	ADJ	JJ		amod	False
narrower	narrow	ADJ	JJR		dobj	False
,	,	PUNCT	,		punct	False
though	though	SCONJ	IN		mark	True
still	still	ADV	RB		advmod	True
very	very	ADV	RB		advmod	True
elevated	elevated	ADJ	JJ		advcl	False
.	.	PUNCT	.		punct	False

other	other	ADJ	JJ		amod	True
risk	risk	NOUN	NN		compound	False
spreads	spread	NOUN	NNS		nsubj	False
also	also	ADV	RB		advmod	True
narrowed	narrow	VERB	VBD		ROOT	False
somewhat	somewhat	ADV	RB		advmod	False
,	,	PUNCT	,		punct	False
although	although	SCONJ	IN		mark	True
they	-PRON-	PRON	PRP		nsubj	True
remained	remain	VERB	VBD		advcl	False
high	high	ADV	RB		acomp	False
relative	relative	NOUN	NN		advmod	False
to	to	ADP	IN		prep	True
their	-PRON-	DET	PRP$		poss	True
historical	historical	ADJ	JJ		amod	False
ranges	range	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

rates	rate	NOUN	NNS		nsubj	False
on	on	ADP	IN		prep	True
mortgages	mortgage	NOUN	NNS		pobj	False
in	in	ADP	IN		prep	True
the	the	DET	DT		det	True
primary	primary	ADJ	JJ		amod	False
and	and	CCONJ	CC		cc	True
secondary	secondary	ADJ	JJ		conj	False
markets	market	NOUN	NNS		pobj	False
declined	decline	VERB	VBD		ROOT	False
over	over	ADP	IN		prep	True
the	the	DET	DT		det	True
intermeeting	intermeete	VERB	VBG		amod	False
period	period	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
benefiting	benefit	VERB	VBG		advcl	False
from	from	ADP	IN		prep	True
the	the	DET	DT		det	True
announced	announce	VERB	VBN		amod	False
expansion	expansion	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
federal	federal	ADJ	JJ		nmod	False
reserve	reserve	NOUN	NN		nmod	False
large	large	ADJ	JJ		amod	False
scale	scale	NOUN	NN		compound	False
asset	asset	NOUN	NN		compound	False
purchases	purchase	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

despite	despite	SCONJ	IN		prep	False
the	the	DET	DT		det	True
lower	low	ADJ	JJR		amod	False
interest	interest	NOUN	NN		compound	False
rates	rate	NOUN	NNS		pobj	False
,	,	PUNCT	,		punct	False
net	net	ADJ	JJ		amod	False
private	private	ADJ	JJ		amod	False
sector	sector	NOUN	NN		compound	False
debt	debt	NOUN	NN		nsubj	False
appears	appear	VERB	VBZ		ROOT	False
to	to	PART	TO		aux	True
have	have	AUX	VB		aux	True
contracted	contract	VERB	VBN		xcomp	False
in	in	ADP	IN		prep	True
the	the	DET	DT	DATE_B	det	True
first	first	ADJ	JJ	DATE_I	amod	True
quarter	quarter	NOUN	NN	DATE_I	pobj	False
.	.	PUNCT	.		punct	False

bond	bond	NOUN	NN		compound	False
issuance	issuance	NOUN	NN		nsubj	False
by	by	ADP	IN		prep	True
nonfinancial	nonfinancial	ADJ	JJ		amod	False
corporations	corporation	NOUN	NNS		pobj	False
has	have	AUX	VBZ		aux	True
been	be	AUX	VBN		ROOT	True
robust	robust	ADJ	JJ		acomp	False
,	,	PUNCT	,		punct	False
but	but	CCONJ	CC		cc	True
much	much	ADJ	JJ		nsubjpass	True
of	of	ADP	IN		prep	True
the	the	DET	DT		det	True
proceeds	proceed	NOUN	NNS		pobj	False
have	have	AUX	VBP		aux	True
been	be	AUX	VBN		auxpass	True
used	use	VERB	VBN		conj	True
to	to	PART	TO		aux	True
pay	pay	VERB	VB		xcomp	False
down	down	ADP	RP		prt	True
short	short	ADJ	JJ		amod	False
-	-	PUNCT	HYPH		punct	False
term	term	NOUN	NN		compound	False
borrowing	borrowing	NOUN	NN		dobj	False
.	.	PUNCT	.		punct	False

residential	residential	ADJ	JJ		amod	False
mortgage	mortgage	NOUN	NN		compound	False
applications	application	NOUN	NNS		nsubj	False
have	have	AUX	VBP		aux	True
picked	pick	VERB	VBN		ROOT	False
up	up	ADP	RP		prt	True
.	.	PUNCT	.		punct	False

this	this	DET	DT		det	True
increase	increase	NOUN	NN		nsubj	False
appears	appear	VERB	VBZ		ROOT	False
to	to	PART	TO		aux	True
largely	largely	ADV	RB		advmod	False
reflect	reflect	VERB	VB		xcomp	False
refinancing	refinance	VERB	VBG		amod	False
activity	activity	NOUN	NN		dobj	False
,	,	PUNCT	,		punct	False
and	and	CCONJ	CC		cc	True
mortgage	mortgage	NOUN	NN		compound	False
debt	debt	NOUN	NN		nsubjpass	False
is	be	AUX	VBZ		auxpass	True
projected	project	VERB	VBN		conj	False
to	to	PART	TO		aux	True
contract	contract	VERB	VB		xcomp	False
in	in	ADP	IN		prep	True
the	the	DET	DT	DATE_B	det	True
first	first	ADJ	JJ	DATE_I	amod	True
quarter	quarter	NOUN	NN	DATE_I	pobj	False
.	.	PUNCT	.		punct	False

results	result	NOUN	NNS		nsubj	False
from	from	ADP	IN		prep	True
the	the	DET	DT		det	True
april	april	PROPN	NNP	DATE_B	nmod	False
senior	senior	ADJ	JJ		amod	False
loan	loan	NOUN	NN		compound	False
officer	officer	PROPN	NNP		compound	False
opinion	opinion	NOUN	NN		compound	False
survey	survey	NOUN	NN		pobj	False
indicated	indicate	VERB	VBD		ROOT	False
a	a	DET	DT		det	True
further	further	ADJ	JJ		amod	True
tightening	tightening	NOUN	NN		dobj	False
of	of	ADP	IN		prep	True
banks	bank	NOUN	NNS		poss	False
’	’	PART	POS		case	False
lending	lending	NOUN	NN		compound	False
policies	policy	NOUN	NNS		pobj	False
and	and	CCONJ	CC		cc	True
a	a	DET	DT		det	True
further	further	ADJ	JJ		amod	True
weakening	weakening	NOUN	NN		conj	False
of	of	ADP	IN		prep	True
demand	demand	NOUN	NN		pobj	False
for	for	ADP	IN		prep	True
loans	loan	NOUN	NNS		pobj	False
from	from	ADP	IN		prep	True
both	both	DET	DT		det	True
businesses	business	NOUN	NNS		pobj	False
and	and	CCONJ	CC		cc	True
households	household	NOUN	NNS		conj	False
.	.	PUNCT	.		punct	False

a	a	DET	DT		det	True
number	number	NOUN	NN		nsubj	False
of	of	ADP	IN		prep	True
central	central	ADJ	JJ		amod	False
banks	bank	NOUN	NNS		pobj	False
in	in	ADP	IN		prep	True
both	both	DET	DT		preconj	True
developed	develop	VERB	VBN		amod	False
and	and	CCONJ	CC		cc	True
emerging	emerge	VERB	VBG		conj	False
economies	economy	NOUN	NNS		pobj	False
eased	ease	VERB	VBD		ROOT	False
monetary	monetary	ADJ	JJ		amod	False
policy	policy	NOUN	NN		dobj	False
over	over	ADP	IN		prep	True
the	the	DET	DT		det	True
intermeeting	intermeete	VERB	VBG		amod	False
period	period	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

prices	price	NOUN	NNS		nsubj	False
in	in	ADP	IN		prep	True
foreign	foreign	ADJ	JJ		amod	False
stock	stock	NOUN	NN		compound	False
markets	market	NOUN	NNS		pobj	False
surged	surge	VERB	VBD		ROOT	False
,	,	PUNCT	,		punct	False
especially	especially	ADV	RB		advmod	False
those	those	DET	DT		appos	True
for	for	ADP	IN		prep	True
bank	bank	NOUN	NN		compound	False
stocks	stock	NOUN	NNS		pobj	False
,	,	PUNCT	,		punct	False
amid	amid	ADP	IN		prep	False
a	a	DET	DT		det	True
general	general	ADJ	JJ		amod	False
improvement	improvement	NOUN	NN		pobj	False
in	in	ADP	IN		prep	True
investor	investor	NOUN	NN		compound	False
sentiment	sentiment	NOUN	NN		pobj	False
and	and	CCONJ	CC		cc	True
some	some	DET	DT		det	True
reports	report	NOUN	NNS		conj	False
of	of	ADP	IN		prep	True
better	well	ADJ	JJR		amod	False
-	-	PUNCT	HYPH		punct	False
than	than	SCONJ	IN		prep	True
-	-	PUNCT	HYPH		punct	False
expected	expect	VERB	VBN		pcomp	False
performance	performance	NOUN	NN		pobj	False
from	from	ADP	IN		prep	True
financial	financial	ADJ	JJ		amod	False
firms	firm	NOUN	NNS		pobj	False
in	in	ADP	IN		prep	True
the	the	DET	DT	GPE_B	det	True
united	united	PROPN	NNP	GPE_I	compound	False
states	states	PROPN	NNP	GPE_I	pobj	False
and	and	CCONJ	CC		cc	True
europe	europe	PROPN	NNP	LOC_B	conj	False
.	.	PUNCT	.		punct	False

sovereign	sovereign	ADJ	JJ		amod	False
bond	bond	NOUN	NN		compound	False
yields	yield	NOUN	NNS		nsubj	False
in	in	ADP	IN		prep	True
advanced	advanced	ADJ	JJ		amod	False
economies	economy	NOUN	NNS		pobj	False
generally	generally	ADV	RB		advmod	False
rose	rise	VERB	VBD		ROOT	False
,	,	PUNCT	,		punct	False
and	and	CCONJ	CC		cc	True
the	the	DET	DT		det	True
dollar	dollar	NOUN	NN		nsubj	False
declined	decline	VERB	VBD		conj	False
against	against	ADP	IN		prep	True
most	most	ADJ	JJS		amod	True
major	major	ADJ	JJ		amod	False
currencies	currency	NOUN	NNS		pobj	False
.	.	PUNCT	.		punct	False

financial	financial	ADJ	JJ		amod	False
 	  	SPACE	_SP			False
institutions	institution	NOUN	NNS		compound	False
concern	concern	NOUN	NN		nsubj	False
about	about	ADP	IN		prep	True
the	the	DET	DT		det	True
health	health	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
u.s	u.s	PROPN	NNP	GPE_B	dep	False
.	.	PROPN	NNP	GPE_I	nmod	False
financial	financial	ADJ	JJ		amod	False
institutions	institution	NOUN	NNS		pobj	False
appeared	appear	VERB	VBD		ROOT	False
to	to	PART	TO		aux	True
abate	abate	VERB	VB		xcomp	False
somewhat	somewhat	ADV	RB		advmod	False
,	,	PUNCT	,		punct	False
on	on	ADP	IN		prep	True
net	net	NOUN	NN		pobj	False
,	,	PUNCT	,		punct	False
over	over	ADP	IN		prep	True
the	the	DET	DT		det	True
intermeeting	intermeete	VERB	VBG		amod	False
period	period	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

an	an	DET	DT		det	True
index	index	NOUN	NN		nsubj	False
of	of	ADP	IN		prep	True
bank	bank	NOUN	NN		compound	False
equity	equity	NOUN	NN		compound	False
prices	price	NOUN	NNS		pobj	False
increased	increase	VERB	VBD		ROOT	False
about	about	ADV	RB	PERCENT_B	quantmod	True
20	20	NUM	CD	PERCENT_I	nummod	False
percent	percent	NOUN	NN	PERCENT_I	dobj	False
,	,	PUNCT	,		punct	False
reflecting	reflect	VERB	VBG		advcl	False
in	in	ADP	IN		prep	True
part	part	NOUN	NN		pobj	True
better	well	ADJ	JJR		amod	False
-	-	PUNCT	HYPH		punct	False
than	than	SCONJ	IN		prep	True
-	-	PUNCT	HYPH		punct	False
expected	expect	VERB	VBN		pcomp	False
first	first	ADJ	JJ	DATE_B	amod	True
-	-	PUNCT	HYPH	DATE_I	punct	False
quarter	quarter	NOUN	NN	DATE_I	compound	False
earnings	earning	NOUN	NNS		compound	False
results	result	NOUN	NNS		dobj	False
at	at	ADP	IN		prep	True
some	some	DET	DT		det	True
large	large	ADJ	JJ		amod	False
banking	banking	NOUN	NN		compound	False
organizations	organization	NOUN	NNS		pobj	False
(	(	PUNCT	-LRB-		punct	False
chart	chart	PROPN	NNP		appos	False
1	1	NUM	CD	CARDINAL_B	nummod	False
)	)	PUNCT	-RRB-		punct	False
.	.	PUNCT	.		punct	False

the	the	DET	DT		det	True
prices	price	NOUN	NNS		nsubj	False
of	of	ADP	IN		prep	True
preferred	prefer	VERB	VBN		amod	False
equity	equity	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
large	large	ADJ	JJ		amod	False
bank	bank	NOUN	NN		npadvmod	False
holding	hold	VERB	VBG		amod	False
companies	company	NOUN	NNS		pobj	False
also	also	ADV	RB		advmod	True
rose	rise	VERB	VBD		ROOT	False
significantly	significantly	ADV	RB		advmod	False
.	.	PUNCT	.		punct	False

nonetheless	nonetheless	ADV	RB		advmod	False
,	,	PUNCT	,		punct	False
concerns	concern	NOUN	NNS		nsubj	False
about	about	ADP	IN		prep	True
the	the	DET	DT		det	True
condition	condition	NOUN	NN		pobj	False
of	of	ADP	IN		prep	True
banks	bank	NOUN	NNS		pobj	False
persisted	persist	VERB	VBD		ROOT	False
.	.	PUNCT	.		punct	False

earnings	earning	NOUN	NNS		compound	False
statements	statement	NOUN	NNS		nsubj	False
generally	generally	ADV	RB		advmod	False
noted	note	VERB	VBN		ROOT	False
heavy	heavy	ADJ	JJ		amod	False
provisioning	provisioning	NOUN	NN		dobj	False
for	for	ADP	IN		prep	True
loan	loan	NOUN	NN		compound	False
losses	loss	NOUN	NNS		pobj	False
,	,	PUNCT	,		punct	False
causing	cause	VERB	VBG		advcl	False
some	some	DET	DT		det	True
smaller	small	ADJ	JJR		amod	False
banking	banking	NOUN	NN		compound	False
organizations	organization	NOUN	NNS		nsubj	False
to	to	PART	TO		aux	True
post	post	VERB	VB		ccomp	False
losses	loss	NOUN	NNS		dobj	False
in	in	ADP	IN		prep	True
the	the	DET	DT	DATE_B	det	True
first	first	ADJ	JJ	DATE_I	amod	True
quarter	quarter	NOUN	NN	DATE_I	pobj	False
.	.	PUNCT	.		punct	False

cds	cd	NOUN	NNS		nsubj	False
spreads	spread	VERB	VBZ		nsubj	False
for	for	ADP	IN		prep	True
large	large	ADJ	JJ		amod	False
bank	bank	NOUN	NN		npadvmod	False
holding	hold	VERB	VBG		amod	False
companies	company	NOUN	NNS		pobj	False
and	and	CCONJ	CC		cc	True
for	for	ADP	IN		conj	True
other	other	ADJ	JJ		amod	True
banks	bank	NOUN	NNS		pobj	False
remained	remain	VERB	VBD		ROOT	False
elevated	elevated	ADJ	JJ		acomp	False
.	.	PUNCT	.		punct	False

rating	rating	NOUN	NN		compound	False
agencies	agency	NOUN	NNS		nsubj	False
lowered	lower	VERB	VBD		ROOT	False
credit	credit	NOUN	NN		compound	False
ratings	rating	NOUN	NNS		dobj	False
for	for	ADP	IN		prep	True
wells	wells	PROPN	NNP	ORG_B	compound	False
fargo	fargo	PROPN	NNP	ORG_I	pobj	False
and	and	CCONJ	CC	ORG_I	cc	True
bank	bank	PROPN	NNP	ORG_I	conj	False
of	of	ADP	IN	ORG_I	prep	True
america	america	PROPN	NNP	ORG_I	pobj	False
on	on	ADP	IN		prep	True
march	march	PROPN	NNP	DATE_B	pobj	False
25	25	NUM	CD	DATE_I	nummod	False
.	.	PUNCT	.		punct	False

investors	investor	NOUN	NNS		nsubj	False
continue	continue	VERB	VBP		ROOT	False
to	to	PART	TO		aux	True
be	be	AUX	VB		xcomp	True
uncertain	uncertain	ADJ	JJ		acomp	False
about	about	ADP	IN		prep	True
the	the	DET	DT		det	True
methodology	methodology	NOUN	NN		pobj	False
being	be	AUX	VBG		auxpass	True
used	use	VERB	VBN		acl	True
in	in	ADP	IN		prep	True
the	the	DET	DT		det	True
stress	stress	NOUN	NN		compound	False
tests	test	NOUN	NNS		pobj	False
of	of	ADP	IN		prep	True
large	large	ADJ	JJ		amod	False
banking	banking	NOUN	NN		compound	False
organizations	organization	NOUN	NNS		pobj	False
;	;	PUNCT	:		punct	False
the	the	DET	DT	DATE_B	det	True
april	april	PROPN	NNP	DATE_I	npadvmod	False
23	23	NUM	CD	DATE_I	nummod	False
,	,	PUNCT	,	DATE_I	punct	False
2009	2009	NUM	CD	DATE_I	nummod	False
class	class	NOUN	NN		appos	False
i	i	PRON	PRP		nsubj	True
fomc	fomc	NOUN	NN		npadvmod	False
-	-	PUNCT	HYPH		punct	False
restricted	restrict	VERB	VBN		amod	False
controlled	control	VERB	VBN		amod	False
(	(	PUNCT	-LRB-		punct	False
fr	fr	NOUN	NN		nmod	False
)	)	PUNCT	-RRB-		punct	False
page	page	NOUN	NN		ROOT	False
2	2	NUM	CD	CARDINAL_B	nummod	False
of	of	ADP	IN		prep	True
64	64	NUM	CD	CARDINAL_B	nummod	False
chart	chart	NOUN	NN		nmod	False
1	1	NUM	CD	CARDINAL_B	nummod	False
financial	financial	ADJ	JJ		amod	False
institutions	institutions	PROPN	NNPS		nmod	False
daily	daily	PROPN	NNP		compound	False
bank	bank	PROPN	NNP		compound	False
etf	etf	PROPN	NNP	ORG_B	compound	False
note	note	NOUN	NN		pobj	False
.	.	PUNCT	.		punct	False

there	there	PRON	EX		expl	True
are	be	AUX	VBP		ROOT	True
24	24	NUM	CD	CARDINAL_B	nummod	False
banks	bank	NOUN	NNS		attr	False
included	include	VERB	VBN		acl	False
.	.	PUNCT	.		punct	False

source	source	NOUN	NN		ROOT	False
.	.	PUNCT	.		punct	False

bloomberg	bloomberg	PROPN	NNP	ORG_B	ROOT	False
,	,	PUNCT	,		punct	False
keefe	keefe	PROPN	NNP	ORG_B	compound	False
bruyette	bruyette	PROPN	NNP	ORG_I	conj	False
&	&	CCONJ	CC	ORG_I	cc	False
woods	woods	PROPN	NNP	ORG_I	conj	False
.	.	PUNCT	.		punct	False

fomc	fomc	PROPN	NNP		compound	False
citigroup	citigroup	PROPN	NNP	ORG_B	compound	False
jpmorgan	jpmorgan	PROPN	NNP	ORG_I	compound	False
chase	chase	PROPN	NNP	ORG_I	compound	False
bank	bank	PROPN	NNP	ORG_I	nmod	False
of	of	ADP	IN	ORG_I	prep	True
america	america	PROPN	NNP	ORG_I	pobj	False
wells	wells	PROPN	NNP		compound	False
fargo	fargo	PROPN	NNP		compound	False
fomc	fomc	PROPN	NNP		nmod	False
preferred	prefer	VERB	VBN		amod	False
equity	equity	NOUN	NN		nmod	False
daily	daily	ADJ	JJ	DATE_B	amod	False
source	source	NOUN	NN		ROOT	False
.	.	PUNCT	.		punct	False

bloomberg	bloomberg	PROPN	NNP	ORG_B	ROOT	False
.	.	PUNCT	.		punct	False

basis	basis	NOUN	NN		compound	False
points	point	VERB	VBZ		compound	False
major	major	ADJ	JJ		amod	False
bank	bank	NOUN	NN		npadvmod	False
holding	hold	VERB	VBG		amod	False
companies	company	NOUN	NNS		ROOT	False
other	other	ADJ	JJ		amod	True
banks	bank	NOUN	NNS		appos	False

daily	daily	PROPN	NNP	DATE_B	compound	False
bank	bank	PROPN	NNP		compound	False
cds	cd	NOUN	NNS		compound	False
spreads	spread	VERB	VBZ		nsubj	False
note	note	NOUN	NN		ROOT	False
.	.	PUNCT	.		punct	False

median	median	ADJ	JJ		nsubj	False
spreads	spread	NOUN	NNS		ROOT	False
for	for	ADP	IN		prep	True
6	6	NUM	CD	CARDINAL_B	nummod	False
major	major	ADJ	JJ		amod	False
bank	bank	NOUN	NN		npadvmod	False
holding	hold	VERB	VBG		amod	False
companies	company	NOUN	NNS		pobj	False
and	and	CCONJ	CC		cc	True
11	11	NUM	CD	CARDINAL_B	nummod	False
other	other	ADJ	JJ		amod	True
banks	bank	NOUN	NNS		conj	False
.	.	PUNCT	.		punct	False

source	source	NOUN	NN		ROOT	False
.	.	PUNCT	.		punct	False

